member_no,ffp_date,load_time,flight_count,sum_yr_1,sum_yr_2,seg_km_sum,last_to_end,avg_discount
6031,2012/1/14,2014/3/31,98,30393,68390,76759,1,1.303309449
18830,2006/5/5,2014/3/31,116,49489,47863,140571,3,0.710483528
38123,2005/4/26,2014/3/31,61,69372,51785,81113,17,1.230116011
57758,2010/7/19,2014/3/31,85,47213,50416,70965,13,1.401901923
2427,2007/5/16,2014/3/31,48,11065,56480,68459,10,1.453157218
1231,2007/10/17,2014/3/31,104,41424,42061,137698,6,0.721752894
45721,2006/5/19,2014/3/31,57,42496,49377,84129,12,1.179321043
18013,2006/4/13,2014/3/31,43,20604,57612,130985,9,0.757415506
53417,2011/2/25,2014/3/31,101,64593,30441,117880,12,0.841051069
56776,2007/10/30,2014/3/31,69,38429,41072,141164,2,0.702125684
47838,2007/10/31,2014/3/31,71,55597,36784,70069,5,1.413737887
28345,2009/1/6,2014/3/31,124,52690,48227,118049,5,0.837548052
8576,2007/11/16,2014/3/31,86,14588,56017,89195,18,1.10819519
2561,2007/6/22,2014/3/31,82,41732,48504,120536,12,0.818666539
50183,2011/3/7,2014/3/31,122,45210,51888,137879,1,0.714470804
3003,2012/6/2,2014/3/31,18,25000,27100,136876,20,0.718332944
56144,2005/2/8,2014/3/31,39,61892,24225,70792,22,1.387449853
22702,2010/7/1,2014/3/31,83,44818,41198,112709,4,0.870657357
44761,2007/6/6,2014/3/31,81,31897,54032,99888,1,0.982403492
3210,2008/9/23,2014/3/31,66,47485,38751,111545,34,0.8786453
2110,2005/3/16,2014/3/31,46,64995,25788,71622,41,1.365195471
20760,2007/8/31,2014/3/31,75,44483,40639,131146,3,0.745084105
29081,2005/1/28,2014/3/31,69,66407,20907,126180,79,0.774192107
49340,2009/9/3,2014/3/31,45,37275,48113,68136,10,1.432941764
55325,2007/7/3,2014/3/31,36,44208,40716,66829,4,1.460493648
11000,2004/12/2,2014/3/31,106,40519,51431,130691,1,0.746489276
40664,2010/6/14,2014/3/31,64,3840,15403,66612,19,1.464381643
32414,2011/9/1,2014/3/31,61,61888,63100,132797,6,0.734098361
55873,2012/8/26,2014/3/31,67,25108,54008,123556,1,0.788739195
8851,2006/4/19,2014/3/31,52,41758,38127,125190,30,0.778333174
23223,2011/3/21,2014/3/31,21,18656,26296,138363,13,0.704172358
14870,2011/9/18,2014/3/31,100,4050,17317,116315,9,0.8364076
26803,2008/3/21,2014/3/31,119,47749,49613,100147,1,0.971327249
29103,2005/2/26,2014/3/31,79,47495,46583,74503,20,1.305487564
13204,2009/8/27,2014/3/31,101,45096,50719,118160,4,0.822947613
53801,2005/9/9,2014/3/31,116,34456,40205,129478,5,0.750052132
17530,2011/4/9,2014/3/31,42,55704,23351,74368,85,1.303695272
11110,2005/4/9,2014/3/31,82,51975,36832,126149,3,0.767930622
2352,2005/10/7,2014/3/31,96,46039,43192,134194,11,0.72174598
21650,2008/8/28,2014/3/31,79,23729,64511,124218,11,0.779597965
8497,2006/3/17,2014/3/31,133,30769,41719,143216,4,0.675632052
13067,2009/2/22,2014/3/31,73,45322,38605,134897,15,0.717086814
44923,2006/3/28,2014/3/31,58,35194,38096,122349,1,0.790434004
48328,2008/9/23,2014/3/31,19,24160,16084,130168,135,0.742307172
6905,2013/1/20,2014/3/31,62,3024,74266,76356,1,1.265360941
20962,2007/11/17,2014/3/31,46,45100,42978,67761,5,1.425841856
35328,2011/6/2,2014/3/31,38,43810,35025,66550,16,1.450518407
35276,2010/7/21,2014/3/31,65,36873,33897,112320,23,0.858959758
15247,2012/12/7,2014/3/31,15,1050,108628,99645,13,0.968166892
26447,2010/5/27,2014/3/31,93,33784,28495,127824,2,0.754275019
39736,2008/10/20,2014/3/31,13,14913,17000,147883,6,0.651163082
47894,2007/12/3,2014/3/31,60,24710,59078,118514,4,0.811934708
4868,2010/9/25,2014/3/31,93,35033,47341,117159,2,0.82114127
44090,2011/11/25,2014/3/31,83,27475,56033,134851,15,0.712543548
24598,2012/6/23,2014/3/31,44,42529,43823,108388,16,0.886273019
29324,2005/9/8,2014/3/31,62,27429,57526,112125,8,0.855358305
25763,2010/11/10,2014/3/31,89,32263,60544,78410,2,1.221743017
56156,2005/2/28,2014/3/31,78,44716,39675,121245,2,0.789605839
28175,2007/4/17,2014/3/31,39,25395,57010,70142,26,1.3639718
13295,2009/9/13,2014/3/31,101,31698,41210,102834,14,0.929938153
4175,2010/1/2,2014/3/31,44,35410,31091,65769,17,1.452790676
17306,2009/8/26,2014/3/31,31,26510,46323,69453,32,1.375394871
22092,2009/7/15,2014/3/31,75,45356,41755,122158,7,0.781846052
19379,2007/6/12,2014/3/31,93,30886,61426,106705,18,0.894763601
25883,2010/4/1,2014/3/31,54,36915,36236,71496,20,1.33526505
53513,2005/9/20,2014/3/31,73,74927,13715,76834,18,1.242032954
56202,2005/4/6,2014/3/31,70,37523,41975,98334,2,0.969874916
8925,2008/3/13,2014/3/31,36,22754,41870,102876,14,0.926531747
56861,2008/1/10,2014/3/31,45,24251,46306,67936,5,1.401278409
3501,2008/10/16,2014/3/31,97,49273,52519,66431,14,1.432786199
7660,2009/10/20,2014/3/31,107,33048,50290,132823,10,0.715139321
26796,2008/3/3,2014/3/31,123,24010,62927,111589,8,0.850722921
59631,2011/8/6,2014/3/31,38,27591,39522,67361,29,1.408719882
55240,2007/4/19,2014/3/31,98,25931,29747,129338,13,0.733567861
47657,2007/8/7,2014/3/31,33,37095,40115,65345,7,1.451830132
12656,2008/11/8,2014/3/31,39,47110,37166,68043,6,1.393603751
34530,2010/9/20,2014/3/31,72,25797,65138,73670,8,1.286411022
49855,2010/10/14,2014/3/31,83,44591,38326,126476,6,0.749031121
56163,2005/3/5,2014/3/31,66,45777,28548,121756,4,0.777650711
30116,2008/3/27,2014/3/31,46,30859,47796,120983,37,0.78231049
2015,2004/11/12,2014/3/31,65,40120,45155,102504,9,0.923260068
37142,2007/5/10,2014/3/31,99,29079,35224,123899,5,0.763360156
26580,2009/3/8,2014/3/31,54,52455,36132,64453,4,1.463962112
10105,2007/3/12,2014/3/31,65,35300,48594,107397,16,0.878302187
45796,2006/5/24,2014/3/31,27,57027,41600,100143,243,0.941445133
30865,2009/2/1,2014/3/31,36,37775,36565,72186,21,1.302530408
59678,2011/8/19,2014/3/31,61,36095,44647,71752,20,1.306106868
915,2006/11/10,2014/3/31,49,28693,30580,65717,32,1.425973949
30355,2008/6/16,2014/3/31,46,11182,73352,71260,3,1.314534381
1260,2008/3/1,2014/3/31,103,50490,48583,125149,6,0.746901054
29550,2007/6/17,2014/3/31,52,50939,36436,76072,73,1.228696235
53079,2012/9/15,2014/3/31,36,7924,57327,68799,9,1.35804096
57868,2009/7/20,2014/3/31,37,33765,42965,66530,12,1.402335037
62499,2005/11/2,2014/3/31,100,39900,60711,64900,14,1.4373
19538,2007/9/17,2014/3/31,51,53069,29535,87589,7,1.06409081
3893,2006/12/25,2014/3/31,69,33817,41301,125139,12,0.742781227
55820,2012/6/26,2014/3/31,82,47476,41113,109233,8,0.850807631
33829,2012/10/20,2014/3/31,13,8450,49283,95577,17,0.971737343
41140,2011/2/25,2014/3/31,65,24631,38365,74458,25,1.246913025
41700,2012/4/18,2014/3/31,45,45304,35159,74389,5,1.247410235
55140,2007/2/26,2014/3/31,118,46759,43372,137477,2,0.67473221
21169,2008/5/7,2014/3/31,75,35356,47383,127816,11,0.725720724
18371,2011/5/20,2014/3/31,56,31523,52100,117444,1,0.789488352
10111,2007/3/12,2014/3/31,73,33056,43434,128233,6,0.720501275
22929,2010/10/17,2014/3/31,66,63457,30804,82682,17,1.116894004
59441,2011/7/2,2014/3/31,21,17960,29965,139888,6,0.660121097
12479,2008/7/21,2014/3/31,78,40527,42564,114244,4,0.807724519
39109,2008/6/1,2014/3/31,90,43733,34312,122350,2,0.753979567
29044,2004/11/4,2014/3/31,80,31743,33066,120362,8,0.766244247
15284,2012/2/22,2014/3/31,20,21750,24054,121103,85,0.761441087
2047,2005/1/4,2014/3/31,80,44686,36066,117968,31,0.781219907
2051,2005/1/18,2014/3/31,95,69840,23980,104659,34,0.87833354
35700,2006/10/25,2014/3/31,99,30567,44903,117708,2,0.780552044
53997,2007/3/14,2014/3/31,90,25377,32209,128188,17,0.716619964
56624,2007/7/1,2014/3/31,33,46160,31792,63453,1,1.447113927
29198,2005/6/1,2014/3/31,73,56546,29761,110537,12,0.830436144
9658,2006/5/23,2014/3/31,127,45789,46840,124500,18,0.737284819
14574,2011/7/3,2014/3/31,83,71675,4471,114627,158,0.800316069
60068,2011/12/25,2014/3/31,27,127812,23324,90731,8,1.010241814
3881,2010/3/25,2014/3/31,97,33392,47154,149015,1,0.614937825
27827,2006/6/1,2014/3/31,77,34515,45288,104572,7,0.875997495
10329,2009/12/20,2014/3/31,19,48328,42928,86805,65,1.053728357
999,2007/1/14,2014/3/31,13,20184,16321,125853,41,0.72670131
2115,2005/3/17,2014/3/31,139,38932,60736,129859,1,0.703798197
47309,2005/7/8,2014/3/31,86,43248,40203,113677,6,0.803908618
20305,2005/5/23,2014/3/31,82,42963,39863,123788,2,0.737626911
62894,2006/6/5,2014/3/31,41,20890,82402,91797,31,0.9943289
40362,2009/11/11,2014/3/31,72,52687,29612,120888,2,0.755011912
29121,2005/3/19,2014/3/31,82,46161,39537,116502,11,0.782969391
52991,2012/3/24,2014/3/31,83,27915,63332,66764,4,1.36549308
26669,2005/12/22,2014/3/31,92,43780,40119,103985,14,0.875138818
44965,2006/6/12,2014/3/31,49,52850,26898,98732,25,0.920499534
56097,2004/11/11,2014/3/31,74,43299,38307,126274,10,0.719323851
40749,2010/6/14,2014/3/31,78,45116,40420,106195,4,0.854748717
11607,2007/9/24,2014/3/31,49,30447,42548,105720,9,0.858548997
4317,2009/9/8,2014/3/31,44,25290,56885,69154,29,1.311839518
19249,2007/3/1,2014/3/31,26,36675,42833,103395,13,0.875781421
47093,2004/11/11,2014/3/31,85,45311,39265,124022,2,0.729566125
13888,2010/11/9,2014/3/31,49,33945,42131,62116,5,1.454720362
20402,2005/8/28,2014/3/31,69,33234,49105,105755,5,0.854199991
5910,2012/11/11,2014/3/31,53,14142,114790,114734,8,0.787266634
30564,2008/10/9,2014/3/31,11,13870,17300,134552,67,0.670909091
30096,2006/3/30,2014/3/31,55,37547,34466,117957,10,0.76517731
20157,2004/12/22,2014/3/31,39,30572,45001,63230,14,1.427421952
30771,2008/11/6,2014/3/31,18,18272,21558,124386,34,0.725114241
31028,2009/4/18,2014/3/31,63,25409,27627,137264,22,0.656078433
31495,2010/1/2,2014/3/31,23,34000,5490,169931,181,0.529890073
14282,2011/7/10,2014/3/31,55,35707,34403,103869,13,0.866817337
14969,2012/4/1,2014/3/31,36,48148,32300,112436,24,0.799957309
9594,2006/3/23,2014/3/31,43,61296,30554,69158,8,1.299686515
21740,2010/3/1,2014/3/31,59,80392,7443,78595,2,1.142706025
59729,2012/4/1,2014/3/31,69,31880,44700,98267,4,0.913754872
46647,2011/9/13,2014/3/31,77,32248,24637,149556,27,0.600361671
57726,2008/9/20,2014/3/31,75,33200,47744,113205,21,0.793122565
11321,2005/9/23,2014/3/31,89,38199,54308,98446,14,0.911670561
59560,2011/4/28,2014/3/31,51,39570,52081,71594,1,1.251371344
56492,2007/7/1,2014/3/31,15,29925,23227,84976,65,1.053199256
18022,2006/5/9,2014/3/31,51,38772,33762,121900,10,0.733716489
11183,2005/5/29,2014/3/31,63,43871,36228,84110,13,1.062971704
11243,2005/7/19,2014/3/31,67,38719,40559,114895,3,0.77813186
11191,2005/6/12,2014/3/31,35,12985,68506,102698,58,0.869739722
55420,2009/7/31,2014/3/31,31,33815,26035,112940,3,0.789749247
61982,2011/12/1,2014/3/31,63,33214,43705,131617,4,0.677294726
20557,2007/5/8,2014/3/31,95,15506,43327,112565,1,0.791891174
8692,2005/12/18,2014/3/31,97,22150,40167,111809,13,0.795848724
37007,2007/1/24,2014/3/31,67,42645,36618,124788,9,0.712584784
557,2005/12/25,2014/3/31,101,42660,41369,119673,2,0.742826118
53184,2010/3/7,2014/3/31,60,28919,44196,131743,21,0.673196678
23126,2011/1/10,2014/3/31,12,16850,23700,121632,38,0.728333333
4672,2010/8/19,2014/3/31,48,61294,18614,63061,3,1.404469958
50244,2011/4/20,2014/3/31,52,37062,45694,62006,3,1.427972616
12524,2009/9/5,2014/3/31,11,76614,11750,80261,9,1.09967805
9569,2006/3/6,2014/3/31,92,41178,41981,108930,2,0.810163224
38541,2006/3/28,2014/3/31,67,42884,33682,116848,1,0.754195707
45995,2006/11/23,2014/3/31,47,23116,56060,68720,6,1.280616269
8525,2006/7/31,2014/3/31,109,3355,5071,144111,46,0.61047623
9611,2006/4/15,2014/3/31,82,40816,34615,135759,12,0.646682872
54785,2006/6/5,2014/3/31,68,41576,38508,107075,21,0.819026757
5903,2012/2/20,2014/3/31,79,28932,53039,113061,16,0.775295725
15475,2012/4/28,2014/3/31,74,47441,43115,119277,11,0.734588563
18844,2006/5/26,2014/3/31,31,41870,33437,59830,113,1.463755474
5167,2012/5/26,2014/3/31,34,75096,64434,87326,8,1.001857522
19179,2007/1/15,2014/3/31,74,40695,37228,126760,3,0.690051909
15802,2012/7/27,2014/3/31,7,9800,48800,85624,7,1.021428571
40135,2009/3/17,2014/3/31,36,36079,21282,118329,93,0.739067177
42700,2012/7/11,2014/3/31,43,11215,60626,71368,9,1.224596738
34525,2009/12/31,2014/3/31,106,51475,33531,128750,36,0.678582369
57559,2008/9/2,2014/3/31,89,26172,59904,106167,3,0.82264602
16715,2010/3/27,2014/3/31,62,36045,35568,89752,104,0.972563954
40365,2009/10/24,2014/3/31,36,21274,30986,63184,11,1.380619144
43846,2012/4/27,2014/3/31,51,45955,40855,118422,12,0.73627451
54645,2006/2/13,2014/3/31,69,13894,49353,119146,5,0.731558088
56118,2005/1/11,2014/3/31,84,40360,45603,90564,1,0.962312287
45566,2005/12/13,2014/3/31,68,35569,43554,109665,5,0.794431222
38361,2007/4/2,2014/3/31,20,19750,36363,113068,3,0.769414069
156,2011/1/13,2014/3/31,27,41202,16860,106399,89,0.816711529
29824,2007/10/30,2014/3/31,64,55829,25645,114718,2,0.757229554
2149,2005/4/16,2014/3/31,113,40666,41874,147384,7,0.589203374
8678,2007/10/19,2014/3/31,40,29655,44664,60149,2,1.443029477
53581,2006/1/19,2014/3/31,80,31314,39907,138420,2,0.624723523
30326,2008/8/6,2014/3/31,53,51760,43416,113194,41,0.76250826
43637,2009/9/1,2014/3/31,109,25453,25791,123276,1,0.700098478
55499,2010/7/18,2014/3/31,70,50055,29206,112890,4,0.764457525
49298,2009/11/18,2014/3/31,35,53857,23024,62808,9,1.37325484
42157,2011/12/13,2014/3/31,34,31705,43052,65969,29,1.307116221
10283,2009/1/14,2014/3/31,88,46105,35298,110192,27,0.782405619
19508,2009/10/21,2014/3/31,101,40010,38723,104916,10,0.821220119
55130,2007/2/1,2014/3/31,44,38109,26914,123585,15,0.697107982
29440,2007/6/1,2014/3/31,57,29445,39662,124821,1,0.690196361
40177,2010/8/18,2014/3/31,43,26822,54924,70258,11,1.225645051
49867,2010/11/28,2014/3/31,57,24922,43079,101773,4,0.846069291
38621,2007/10/25,2014/3/31,82,46167,33122,121881,11,0.705870234
40322,2009/9/18,2014/3/31,69,71304,6681,94964,23,0.903869993
58432,2010/2/20,2014/3/31,63,40053,30967,102801,44,0.833366699
42627,2012/4/24,2014/3/31,12,85067,12236,84488,230,1.013213001
35314,2010/10/17,2014/3/31,69,21560,40975,99590,17,0.859349031
57188,2007/7/17,2014/3/31,88,30763,39345,92775,4,0.922312153
17102,2012/3/3,2014/3/31,59,42397,29713,133334,3,0.641461668
62873,2006/4/11,2014/3/31,40,23893,40819,133403,10,0.640861525
29484,2008/12/21,2014/3/31,13,20720,14484,113580,86,0.752468392
29166,2005/5/5,2014/3/31,68,34093,40130,119701,11,0.712072581
36116,2010/11/29,2014/3/31,69,21848,38013,119959,3,0.710441151
60503,2012/5/20,2014/3/31,38,16013,59150,63749,4,1.335886053
18790,2006/3/9,2014/3/31,97,47544,39352,95578,18,0.890442047
11105,2005/3/31,2014/3/31,13,32690,9441,96745,34,0.879156546
41035,2010/12/13,2014/3/31,84,21990,54675,124877,3,0.680674344
21151,2008/3/25,2014/3/31,33,26685,47767,60566,79,1.400179804
47964,2007/9/24,2014/3/31,61,22830,35085,129994,25,0.652295875
46252,2007/6/17,2014/3/31,87,35020,46616,114443,17,0.740124516
39255,2008/10/13,2014/3/31,17,14119,26023,105518,13,0.80243475
44810,2006/1/15,2014/3/31,62,2229,8832,104351,3,0.810345085
47782,2007/11/6,2014/3/31,79,35447,36970,102926,2,0.820983134
39078,2008/3/31,2014/3/31,58,41075,35506,94188,85,0.896582367
11878,2007/12/10,2014/3/31,26,28218,19872,126699,48,0.666378424
23577,2011/8/22,2014/3/31,82,3334,11552,120396,2,0.700985
19053,2006/10/16,2014/3/31,94,27388,37291,110837,7,0.761320588
51497,2012/5/12,2014/3/31,43,13556,56755,88958,15,0.947841903
2155,2005/4/29,2014/3/31,49,41465,31161,82626,9,1.019422095
20561,2007/8/12,2014/3/31,32,29738,23687,87009,11,0.967861715
59249,2011/4/1,2014/3/31,82,34150,44498,119037,4,0.706153885
31448,2010/8/6,2014/3/31,62,42770,31981,101808,22,0.824876139
62033,2012/5/11,2014/3/31,67,50851,35396,95683,18,0.877645872
57741,2009/7/14,2014/3/31,81,28048,43851,103927,30,0.807743897
38207,2005/7/7,2014/3/31,86,51499,29838,105952,7,0.791347497
37124,2007/4/2,2014/3/31,6,16750,69500,73392,102,1.141666667
31799,2010/10/6,2014/3/31,9,18400,30150,91224,69,0.917777778
31240,2009/9/10,2014/3/31,63,41586,34456,102466,4,0.81701218
2018,2004/11/17,2014/3/31,38,28934,30217,124410,66,0.672776465
22701,2010/7/1,2014/3/31,40,18569,52265,63801,2,1.311356405
29347,2005/10/20,2014/3/31,73,31217,43920,120191,9,0.695825062
1035,2007/2/21,2014/3/31,71,32479,42783,107032,15,0.78021629
4331,2009/10/17,2014/3/31,74,28862,45137,86299,1,0.967311788
33530,2012/4/20,2014/3/31,45,46091,28840,83894,103,0.995006913
55364,2008/5/27,2014/3/31,127,22212,62925,131400,1,0.635267428
47792,2007/10/26,2014/3/31,86,37992,35494,130146,4,0.641211101
52714,2009/8/31,2014/3/31,58,34540,33319,114424,29,0.728744669
26509,2011/5/18,2014/3/31,69,21534,35077,101139,3,0.82410712
44606,2006/6/28,2014/3/31,38,40955,29314,78846,43,1.056982345
3570,2008/9/6,2014/3/31,78,24327,51957,115093,19,0.723989122
9520,2005/12/30,2014/3/31,16,23860,36863,96627,68,0.862176721
1101,2007/4/1,2014/3/31,37,65247,18300,58302,163,1.428155295
62795,2007/7/9,2014/3/31,76,28898,52635,116724,5,0.713011977
1282,2009/1/12,2014/3/31,44,48524,28679,67601,2,1.230681203
56170,2005/3/11,2014/3/31,99,33623,55750,87395,3,0.951464844
6022,2012/1/13,2014/3/31,51,42668,30611,61100,14,1.357835843
30310,2008/9/9,2014/3/31,66,11395,55457,114482,5,0.722954875
9733,2006/7/11,2014/3/31,77,36496,37426,94084,5,0.879383317
46272,2007/6/28,2014/3/31,106,32751,42992,104750,2,0.78942673
6480,2012/5/19,2014/3/31,94,26238,41674,130742,1,0.632198528
57857,2011/5/27,2014/3/31,89,35406,42662,109773,27,0.752621956
15633,2012/5/25,2014/3/31,11,18820,19765,101908,37,0.810053381
47933,2008/1/11,2014/3/31,19,3394,26358,114608,17,0.719314533
23070,2011/4/22,2014/3/31,57,15750,59964,87522,7,0.941829369
62373,2011/4/5,2014/3/31,65,15151,12994,110131,18,0.747842479
24551,2012/6/1,2014/3/31,25,33750,29012,58213,76,1.413954787
35715,2005/10/30,2014/3/31,51,28665,35331,57992,26,1.418412885
15383,2012/3/1,2014/3/31,54,25515,33636,77707,19,1.057823619
12319,2008/9/18,2014/3/31,13,14988,15052,118818,46,0.691331701
54390,2012/3/22,2014/3/31,72,33244,45580,65267,7,1.25802427
57582,2008/9/21,2014/3/31,93,38788,37645,118300,2,0.693748774
40819,2010/5/19,2014/3/31,31,37875,33201,60318,27,1.35912265
36972,2006/12/6,2014/3/31,78,35230,42855,99566,4,0.822873672
46348,2008/5/20,2014/3/31,96,15079,63420,123933,4,0.661020551
26844,2008/8/20,2014/3/31,58,40313,26459,99952,20,0.81945874
24762,2012/6/6,2014/3/31,85,43516,32363,115207,8,0.710912445
707,2006/5/30,2014/3/31,65,23639,45091,92722,5,0.883145532
11032,2005/2/1,2014/3/31,85,37633,35531,124859,4,0.65577155
40022,2010/12/28,2014/3/31,14,36249,50993,79047,88,1.035521272
61843,2011/9/8,2014/3/31,60,41825,22757,118246,2,0.691508973
45980,2006/11/7,2014/3/31,39,37287,30412,60512,8,1.350910398
8346,2011/4/5,2014/3/31,36,56206,31664,75213,61,1.086663476
47214,2005/4/10,2014/3/31,17,28290,7010,109583,46,0.745799622
22310,2009/10/31,2014/3/31,104,45487,32309,93309,21,0.875784758
35904,2006/4/19,2014/3/31,50,24941,36746,125199,15,0.652698823
30242,2008/3/23,2014/3/31,41,45416,34521,108363,12,0.753658537
51864,2012/8/17,2014/3/31,20,52692,37986,77590,195,1.052316793
11681,2007/9/9,2014/3/31,68,27135,44511,86064,7,0.948622421
46215,2007/4/1,2014/3/31,99,42394,40512,105598,2,0.77280422
23105,2010/11/27,2014/3/31,98,37379,40297,120774,12,0.675360094
38006,2004/12/1,2014/3/31,89,42752,35893,106510,8,0.764573373
3624,2008/9/5,2014/3/31,35,18047,35563,105725,71,0.768377962
19168,2007/1/8,2014/3/31,78,41670,35393,105745,6,0.767752423
49645,2010/3/15,2014/3/31,75,30101,42449,119758,4,0.677779021
18792,2006/4/20,2014/3/31,56,49573,32001,57828,15,1.402678633
42199,2012/1/3,2014/3/31,29,28559,38940,81848,2,0.99101884
48826,2011/12/3,2014/3/31,55,38741,31123,100558,45,0.806229241
45997,2006/11/15,2014/3/31,26,2288,64589,70104,18,1.156431302
55246,2007/5/7,2014/3/31,66,29705,39048,94599,5,0.856638865
9589,2006/3/27,2014/3/31,67,32549,40703,112610,5,0.718858183
52831,2010/7/23,2014/3/31,65,31494,46322,99061,17,0.81700528
7581,2010/7/27,2014/3/31,76,33598,40337,82442,9,0.981291089
37156,2007/5/18,2014/3/31,38,30988,21966,58995,4,1.370945673
49748,2011/3/15,2014/3/31,51,54418,29992,113913,17,0.710000088
26663,2006/5/14,2014/3/31,71,13402,57591,109398,3,0.738039452
14917,2012/8/25,2014/3/31,67,46263,47841,64594,9,1.248345512
10971,2004/11/20,2014/3/31,61,57025,13968,108008,25,0.746502852
30463,2008/7/12,2014/3/31,44,17040,46220,56219,3,1.434023907
58269,2009/9/20,2014/3/31,120,41174,41713,101087,1,0.797076083
49045,2010/10/9,2014/3/31,101,33465,38898,94342,1,0.853658074
49564,2010/7/24,2014/3/31,34,36154,33255,58541,8,1.375456688
53643,2006/9/19,2014/3/31,70,29689,37922,116485,9,0.689642615
3920,2009/5/16,2014/3/31,34,29640,38853,90814,28,0.883529412
23142,2012/5/25,2014/3/31,31,43415,36508,100130,35,0.801290323
23352,2012/2/10,2014/3/31,44,42516,34963,102276,62,0.784301009
4192,2010/6/7,2014/3/31,43,8975,66580,60630,27,1.322550717
16720,2010/1/11,2014/3/31,62,32441,31859,104969,34,0.762393469
57187,2008/4/27,2014/3/31,35,27939,32732,57698,26,1.386811155
38771,2007/12/17,2014/3/31,51,40754,28782,92818,4,0.861574479
55749,2012/3/20,2014/3/31,59,26742,41925,118571,3,0.673916894
14678,2011/9/27,2014/3/31,54,48868,51961,64470,6,1.238703118
51044,2012/1/13,2014/3/31,55,13932,53608,84601,23,0.942580466
24277,2011/12/7,2014/3/31,34,30418,21172,84892,69,0.938940654
30903,2009/2/18,2014/3/31,58,25139,42682,107038,2,0.744657411
44,2006/11/17,2014/3/31,83,43283,26521,95665,3,0.832975069
45587,2006/1/4,2014/3/31,39,20394,48534,64329,3,1.238633431
11152,2005/4/20,2014/3/31,65,16847,49552,102141,18,0.779959566
57717,2008/9/15,2014/3/31,44,33301,49144,83527,10,0.953680726
45994,2006/11/6,2014/3/31,64,27337,22419,124573,1,0.639421062
